dlgid,uid,sid,fid,uid,stime,etime,sid,fid,uid,stime,etime,sid
07,05,A:,06_FWA,088,347.7525,348.8900,A:
07,06,A:,06_FWA,090,354.0625,355.1025,A:
07,07,B:,06_FTY,096,353.0875,355.1400,B:
07,08,A:,06_FWA,091,356.2000,357.8700,A:
07,09,A:,06_FWA,092,359.2300,359.9275,A:
07,10,B:,06_FTY,097,362.1500,362.4550,B:
08,01,B:,06_FTY,138,579.1775,580.5275,B:
08,02,B:,06_FTY,139,596.3100,597.3350,B:
08,03,B:,06_FTY,140,598.1825,601.2850,B:
08,04,A:,06_FWA,134,603.1950,603.8825,A:
08,05,B:,06_FTY,141,604.2325,604.4975,B:
08,06,A:,06_FWA,135,604.8200,607.7050,A:
08,07,B:,06_FTY,142,607.9800,610.2375,B:
08,08,B:,06_FTY,143,611.0800,613.4500,B:
08,09,B:,06_FTY,144,613.9200,615.2100,B:
08,10,A:,06_FWA,137,616.9250,617.5875,A:
08,11,A:,06_FWA,138,618.2225,620.2250,A:
08,12,B:,06_FTY,145,622.2025,623.5625,B:,06_FTY,146,624.4000,625.0425,B:
09,01,B:,06_FTY,176,800.6025,801.2775,B:
09,02,B:,06_FTY,180,808.2850,810.4400,B:
09,03,A:,06_FWA,175,812.5700,813.2275,A:
09,04,B:,06_FTY,181,814.7300,815.8950,B:
09,05,B:,06_FTY,182,816.4400,818.7900,B:
09,06,A:,06_FWA,177,821.7350,822.9600,A:
09,07,B:,06_FTY,183,827.7250,830.3425,B:
09,08,B:,06_FTY,184,831.7850,834.1350,B:
09,09,A:,06_FWA,178,835.9200,837.7425,A:
09,10,B:,06_FTY,185,838.4300,839.5075,B:,06_FTY,186,840.3875,840.8600,B:
10,01,A:,06_FWA,229,1044.8100,1047.1450,A:
10,02,B:,06_FTY,245,1060.5175,1063.0075,B:
10,03,B:,06_FTY,246,1064.1125,1065.9075,B:
10,04,A:,06_FWA,233,1063.6200,1065.2650,A:
10,05,A:,06_FWA,234,1065.8850,1067.8375,A:
10,06,B:,06_FTY,247,1069.0625,1071.0375,B:
10,07,A:,06_FWA,235,1071.7975,1075.1300,A:
10,08,A:,06_FWA,235,1071.7975,1075.1300,A:
10,09,B:,06_FTY,249,1074.1450,1076.3775,B:
11,01,B:,04_MNN,471,1985.8150,1987.9450,B:
11,02,B:,04_MNN,472,1988.8575,1989.3625,B:
11,03,A:,04_MSY,499,1991.2475,1991.6825,A:
11,04,A:,04_MSY,500,1992.4700,1993.9825,A:
11,05,B:,04_MNN,473,1993.0725,1993.5425,B:
11,06,B:,04_MNN,474,1995.5275,1995.7875,B:
11,07,B:,04_MNN,475,1998.7200,2000.3050,B:
11,08,B:,04_MNN,476,2001.3200,2002.9075,B:
11,09,A:,04_MSY,503,2002.3300,2003.7425,A:
11,10,B:,04_MNN,477,2005.1675,2005.4225,B:,04_MNN,478,2006.5175,2007.2525,B:
12,01,B:,04_MNN,519,2151.0025,2153.5775,B:
12,02,A:,04_MSY,544,2153.5875,2154.4950,A:
12,03,B:,04_MNN,520,2156.3975,2158.4375,B:
12,04,B:,04_MNN,522,2165.7725,2166.7650,B:
12,05,A:,04_MSY,548,2166.9825,2167.1875,A:
12,06,B:,04_MNN,523,2168.9475,2170.1625,B:
12,07,B:,04_MNN,524,2173.2925,2175.6950,B:
12,08,A:,04_MSY,550,2176.1300,2176.7000,A:
13,01,A:,04_MSY,850,3528.0250,3531.6300,A:
13,02,A:,04_MSY,850,3528.0250,3531.6300,A:
13,03,A:,04_MSY,851,3532.8875,3533.3425,A:
13,04,B:,04_MNN,849,3541.1750,3542.3150,B:
13,05,A:,04_MSY,852,3542.7025,3544.5350,A:
13,06,B:,04_MNN,850,3548.7250,3549.4225,B:
13,07,A:,04_MSY,853,3550.2725,3550.8650,A:
14,01,B:,04_MNN,076,306.6575,307.0250,B:
14,02,A:,04_MSY,084,306.8225,307.8700,A:
14,03,B:,04_MNN,077,308.1650,308.3875,B:,04_MNN,078,314.4550,314.6600,B:
14,04,A:,04_MSY,086,325.9300,326.3575,A:
14,05,B:,04_MNN,079,316.4725,317.4075,B:
14,06,A:,04_MSY,089,341.855,342.58,A:
14,07,B:,04_MNN,085,344.7675,345.33,B:
14,08,A:,04_MSY,090,345.3625,345.565,A:
14,09,A:,04_MSY,091,347.185,347.5875,A:
14,10,B:,04_MNN,086,348.5825,349.8675,B:
14,11,A:,04_MSY,093,363.7875,364.645,A:
15,01,B:,05_MKK,517,3534.7475,3536.3675,B:
15,02,A:,05_MYH,443,3557.3325,3559.0425,A:
15,03,B:,05_MKK,518,3563.71,3564.0625,B:
15,04,B:,05_MKK,520,3571.4925,3571.86,B:
15,05,A:,05_MYH,445,3598.2725,3598.4475,A:
15,06,B:,05_MKK,522,3603.7525,3604.3,B:
15,07,B:,05_MKK,523,3612.685,3613.565,B:
15,08,B:,05_MKK,524,3621.7825,3622.9375,B:
16,01,B:,01_MAD_1,257,1018.41,1019.2375,B:
16,02,A:,01_MMK_1,297,1026.9425,1028.0925,A:
16,03,A:,01_MMK_1,298,1030.6675,1031.6175,A:
16,04,B:,01_MAD_1,258,1033.735,1033.975,B:
16,05,A:,01_MMK_1,299,1036.4375,1038.9275,A:
16,06,A:,01_MMK_1,299,1036.4375,1038.9275,A:
16,07,A:,01_MMK_1,300,1039.3325,1040.64,A:
16,08,A:,01_MMK_1,301,1047.27,1048.04,A:
16,09,B:,01_MAD_1,260,1050.3675,1052.3575,B:
16,10,B:,01_MAD_1,260,1050.3675,1052.3575,B:
17,01,B:,06_FTY,165,744.415,747.965,B:
17,02,A:,06_FWA,160,749.54,750.7175,A:
17,03,A:,06_FWA,162,755.8625,757.3775,A:
17,04,B:,06_FTY,167,758.725,759.52,B:
17,05,B:,06_FTY,168,760.9575,765.0875,B:
17,06,B:,06_FTY,169,766.9675,768.85,B:
17,07,A:,06_FWA,167,776.125,776.8975,A:
17,08,B:,06_FTY,173,778.3375,781.0475,B:
